ID,raw_data,,,,,,,,,,,,,,,,,,osl_idx,magnitude,Flip,Rotate,Poster,RBC,FanPCA,SSR,RTC,mIoU,,IoU[0],IoU[1],IoU[2],IoU[3],baseline,residual
num-14_mag-30_osl-4 ,"num-14_mag-30_osl-4 Epoch 150 | train | mIoU 0.143 | accuracy 0.574 | loss 1.146 | lr 1.50e-05 | valid | mIoU 0.188 | accuracy 0.751 | loss 1.087 | time idk best model at epoch 4 with miou 0.18808 (Posterize(always_apply=False, p=1, num_bits=(0, 0)), RandomToneCurve(always_apply=False, p=1, scale=1.0)) test | mIoU 0.177 | accuracy 0.584 | loss 1.317 IoUs: [0.58931865 0.00175922 0.10329423 0.01193923]",num-14_mag-30_osl-4 Epoch 150 , train , mIoU 0.143 , accuracy 0.574 , loss 1.146 , lr 1.50e-05 , valid , mIoU 0.188 , accuracy 0.751 , loss 1.087 ," time idk best model at epoch 4 with miou 0.18808 (Posterize(always_apply=False, p=1, num_bits=(0, 0)), RandomToneCurve(always_apply=False, p=1, scale=1.0)) test ", mIoU 0.177 , accuracy 0.584 , loss 1.317 IoUs: [0.58931865 0.00175922 0.10329423 0.01193923],,,,4,30,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,17.66,0.58931865 0.00175922 0.10329423 0.01193923,0.58931865,0.00175922,0.10329423,0.01193923,65.2,-47.54
num-10_mag-14_osl-11 ,"num-10_mag-14_osl-11 Epoch 150 | train | mIoU 0.853 | accuracy 0.973 | loss 0.104 | lr 1.50e-05 | valid | mIoU 0.709 | accuracy 0.940 | loss 0.201 | time idk best model at epoch 150 with miou 0.70884 (Rotate(always_apply=False, p=1, limit=(-126, 126), interpolation=1, border_mode=4, value=None, mask_value=None, rotate_method='largest_box', crop_border=False), RandomToneCurve(always_apply=False, p=1, scale=0.4666666666666667)) test | mIoU 0.699 | accuracy 0.941 | loss 0.198 IoUs: [0.93306738 0.89625157 0.7431469 0.22507619]",num-10_mag-14_osl-11 Epoch 150 , train , mIoU 0.853 , accuracy 0.973 , loss 0.104 , lr 1.50e-05 , valid , mIoU 0.709 , accuracy 0.940 , loss 0.201 ," time idk best model at epoch 150 with miou 0.70884 (Rotate(always_apply=False, p=1, limit=(-126, 126), interpolation=1, border_mode=4, value=None, mask_value=None, rotate_method='largest_box', crop_border=False), RandomToneCurve(always_apply=False, p=1, scale=0.4666666666666667)) test ", mIoU 0.699 , accuracy 0.941 , loss 0.198 IoUs: [0.93306738 0.89625157 0.7431469 0.22507619],,,,11,14,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,69.94,0.93306738 0.89625157 0.7431469 0.22507619,0.93306738,0.89625157,0.7431469,0.22507619,69.5,0.44
num-10_mag-30_osl-14 ,"num-10_mag-30_osl-14 Epoch 150 | train | mIoU 0.767 | accuracy 0.953 | loss 0.159 | lr 1.50e-05 | valid | mIoU 0.680 | accuracy 0.925 | loss 0.262 | time idk best model at epoch 91 with miou 0.72649 (Rotate(always_apply=False, p=1, limit=(-270, 270), interpolation=1, border_mode=4, value=None, mask_value=None, rotate_method='largest_box', crop_border=False), RandomToneCurve(always_apply=False, p=1, scale=1.0)) test | mIoU 0.700 | accuracy 0.931 | loss 0.222 IoUs: [0.9176464 0.83758429 0.70662497 0.33798795]",num-10_mag-30_osl-14 Epoch 150 , train , mIoU 0.767 , accuracy 0.953 , loss 0.159 , lr 1.50e-05 , valid , mIoU 0.680 , accuracy 0.925 , loss 0.262 ," time idk best model at epoch 91 with miou 0.72649 (Rotate(always_apply=False, p=1, limit=(-270, 270), interpolation=1, border_mode=4, value=None, mask_value=None, rotate_method='largest_box', crop_border=False), RandomToneCurve(always_apply=False, p=1, scale=1.0)) test ", mIoU 0.700 , accuracy 0.931 , loss 0.222 IoUs: [0.9176464 0.83758429 0.70662497 0.33798795],,,,14,30,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,70.00,0.9176464 0.83758429 0.70662497 0.33798795,0.9176464,0.83758429,0.70662497,0.33798795,70.9,-0.90
num-3_mag-30_osl-5 ,"num-3_mag-30_osl-5 Epoch 150 | train | mIoU 0.893 | accuracy 0.971 | loss 0.109 | lr 1.50e-05 | valid | mIoU 0.748 | accuracy 0.950 | loss 0.168 | time idk best model at epoch 125 with miou 0.76067 (Flip(always_apply=False, p=1), FancyPCA(always_apply=False, p=1, alpha=1.0)) test | mIoU 0.700 | accuracy 0.936 | loss 0.216 IoUs: [0.93393022 0.86415425 0.68155619 0.3202961 ]",num-3_mag-30_osl-5 Epoch 150 , train , mIoU 0.893 , accuracy 0.971 , loss 0.109 , lr 1.50e-05 , valid , mIoU 0.748 , accuracy 0.950 , loss 0.168 ," time idk best model at epoch 125 with miou 0.76067 (Flip(always_apply=False, p=1), FancyPCA(always_apply=False, p=1, alpha=1.0)) test ", mIoU 0.700 , accuracy 0.936 , loss 0.216 IoUs: [0.93393022 0.86415425 0.68155619 0.3202961 ],,,,5,30,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,70.00,0.93393022 0.86415425 0.68155619 0.3202961 ,0.93393022,0.86415425,0.68155619,0.3202961,77.3,-7.30
num-3_mag-6_osl-2 ,"num-3_mag-6_osl-2 Epoch 150 | train | mIoU 0.876 | accuracy 0.973 | loss 0.115 | lr 1.50e-05 | valid | mIoU 0.749 | accuracy 0.957 | loss 0.145 | time idk best model at epoch 66 with miou 0.77449 (Flip(always_apply=False, p=1), FancyPCA(always_apply=False, p=1, alpha=0.2)) test | mIoU 0.753 | accuracy 0.933 | loss 0.250 IoUs: [0.92587171 0.81512002 0.70401569 0.5658889 ]",num-3_mag-6_osl-2 Epoch 150 , train , mIoU 0.876 , accuracy 0.973 , loss 0.115 , lr 1.50e-05 , valid , mIoU 0.749 , accuracy 0.957 , loss 0.145 ," time idk best model at epoch 66 with miou 0.77449 (Flip(always_apply=False, p=1), FancyPCA(always_apply=False, p=1, alpha=0.2)) test ", mIoU 0.753 , accuracy 0.933 , loss 0.250 IoUs: [0.92587171 0.81512002 0.70401569 0.5658889 ],,,,2,6,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,75.27,0.92587171 0.81512002 0.70401569 0.5658889 ,0.92587171,0.81512002,0.70401569,0.5658889,80.6,-5.33
num-4_mag-30_osl-13 ,"num-4_mag-30_osl-13 Epoch 150 | train | mIoU 0.665 | accuracy 0.906 | loss 0.313 | lr 1.50e-05 | valid | mIoU 0.600 | accuracy 0.888 | loss 0.429 | time idk best model at epoch 55 with miou 0.72665 (Flip(always_apply=False, p=1), ShiftScaleRotate(always_apply=False, p=1, shift_limit_x=(-1.0, 1.0), shift_limit_y=(-1.0, 1.0), scale_limit=(-0.09999999999999998, 0.10000000000000009), rotate_limit=(-180, 180), interpolation=1, border_mode=4, value=None, mask_value=None, rotate_method='largest_box')) test | mIoU 0.701 | accuracy 0.920 | loss 0.291 IoUs: [0.91462086 0.84185713 0.60370228 0.44216909]",num-4_mag-30_osl-13 Epoch 150 , train , mIoU 0.665 , accuracy 0.906 , loss 0.313 , lr 1.50e-05 , valid , mIoU 0.600 , accuracy 0.888 , loss 0.429 ," time idk best model at epoch 55 with miou 0.72665 (Flip(always_apply=False, p=1), ShiftScaleRotate(always_apply=False, p=1, shift_limit_x=(-1.0, 1.0), shift_limit_y=(-1.0, 1.0), scale_limit=(-0.09999999999999998, 0.10000000000000009), rotate_limit=(-180, 180), interpolation=1, border_mode=4, value=None, mask_value=None, rotate_method='largest_box')) test ", mIoU 0.701 , accuracy 0.920 , loss 0.291 IoUs: [0.91462086 0.84185713 0.60370228 0.44216909],,,,13,30,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,70.06,0.91462086 0.84185713 0.60370228 0.44216909,0.91462086,0.84185713,0.60370228,0.44216909,73.8,-3.74
num-5_mag-14_osl-6 ,"num-5_mag-14_osl-6 Epoch 150 | train | mIoU 0.860 | accuracy 0.977 | loss 0.085 | lr 1.50e-05 | valid | mIoU 0.755 | accuracy 0.957 | loss 0.139 | time idk best model at epoch 140 with miou 0.76200 (Flip(always_apply=False, p=1), RandomToneCurve(always_apply=False, p=1, scale=0.4666666666666667)) test | mIoU 0.701 | accuracy 0.940 | loss 0.205 IoUs: [0.93151199 0.87440868 0.74848069 0.2492146 ]",num-5_mag-14_osl-6 Epoch 150 , train , mIoU 0.860 , accuracy 0.977 , loss 0.085 , lr 1.50e-05 , valid , mIoU 0.755 , accuracy 0.957 , loss 0.139 ," time idk best model at epoch 140 with miou 0.76200 (Flip(always_apply=False, p=1), RandomToneCurve(always_apply=False, p=1, scale=0.4666666666666667)) test ", mIoU 0.701 , accuracy 0.940 , loss 0.205 IoUs: [0.93151199 0.87440868 0.74848069 0.2492146 ],,,,6,14,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,70.09,0.93151199 0.87440868 0.74848069 0.2492146 ,0.93151199,0.87440868,0.74848069,0.2492146,72.6,-2.51
num-3_mag-22_osl-15 ,"num-3_mag-22_osl-15 Epoch 150 | train | mIoU 0.830 | accuracy 0.979 | loss 0.098 | lr 1.50e-05 | valid | mIoU 0.571 | accuracy 0.899 | loss 0.381 | time idk best model at epoch 134 with miou 0.65233 (Flip(always_apply=False, p=1), FancyPCA(always_apply=False, p=1, alpha=0.7333333333333333)) test | mIoU 0.701 | accuracy 0.943 | loss 0.191 IoUs: [0.9340717 0.89712953 0.739955 0.23278994]",num-3_mag-22_osl-15 Epoch 150 , train , mIoU 0.830 , accuracy 0.979 , loss 0.098 , lr 1.50e-05 , valid , mIoU 0.571 , accuracy 0.899 , loss 0.381 ," time idk best model at epoch 134 with miou 0.65233 (Flip(always_apply=False, p=1), FancyPCA(always_apply=False, p=1, alpha=0.7333333333333333)) test ", mIoU 0.701 , accuracy 0.943 , loss 0.191 IoUs: [0.9340717 0.89712953 0.739955 0.23278994],,,,15,22,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,70.10,0.9340717 0.89712953 0.739955 0.23278994,0.9340717,0.89712953,0.739955,0.23278994,63.9,6.20
num-3_mag-6_osl-3 ,"num-3_mag-6_osl-3 Epoch 150 | train | mIoU 0.477 | accuracy 0.989 | loss 0.069 | lr 1.50e-05 | valid | mIoU 0.373 | accuracy 0.828 | loss 0.785 | time idk best model at epoch 91 with miou 0.37442 (Flip(always_apply=False, p=1), FancyPCA(always_apply=False, p=1, alpha=0.2)) test | mIoU 0.358 | accuracy 0.797 | loss 0.854 IoUs: [0.79290852 0. 0.64099276 0. ]",num-3_mag-6_osl-3 Epoch 150 , train , mIoU 0.477 , accuracy 0.989 , loss 0.069 , lr 1.50e-05 , valid , mIoU 0.373 , accuracy 0.828 , loss 0.785 ," time idk best model at epoch 91 with miou 0.37442 (Flip(always_apply=False, p=1), FancyPCA(always_apply=False, p=1, alpha=0.2)) test ", mIoU 0.358 , accuracy 0.797 , loss 0.854 IoUs: [0.79290852 0. 0.64099276 0. ],,,,3,6,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,35.85,0.79290852 0. 0.64099276 0. ,0.79290852,0,0.64099276,0,35.3,0.55
num-5_mag-30_osl-6 ,"num-5_mag-30_osl-6 Epoch 150 | train | mIoU 0.852 | accuracy 0.976 | loss 0.087 | lr 1.50e-05 | valid | mIoU 0.757 | accuracy 0.956 | loss 0.137 | time idk best model at epoch 140 with miou 0.76675 (Flip(always_apply=False, p=1), RandomToneCurve(always_apply=False, p=1, scale=1.0)) test | mIoU 0.701 | accuracy 0.938 | loss 0.210 IoUs: [0.92993837 0.86842105 0.74414518 0.26321583]",num-5_mag-30_osl-6 Epoch 150 , train , mIoU 0.852 , accuracy 0.976 , loss 0.087 , lr 1.50e-05 , valid , mIoU 0.757 , accuracy 0.956 , loss 0.137 ," time idk best model at epoch 140 with miou 0.76675 (Flip(always_apply=False, p=1), RandomToneCurve(always_apply=False, p=1, scale=1.0)) test ", mIoU 0.701 , accuracy 0.938 , loss 0.210 IoUs: [0.92993837 0.86842105 0.74414518 0.26321583],,,,6,30,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,70.14,0.92993837 0.86842105 0.74414518 0.26321583,0.92993837,0.86842105,0.74414518,0.26321583,72.6,-2.46
num-3_mag-6_osl-4 ,"num-3_mag-6_osl-4 Epoch 150 | train | mIoU 0.884 | accuracy 0.950 | loss 0.159 | lr 1.50e-05 | valid | mIoU 0.611 | accuracy 0.916 | loss 0.295 | time idk best model at epoch 22 with miou 0.67591 (Flip(always_apply=False, p=1), FancyPCA(always_apply=False, p=1, alpha=0.2)) test | mIoU 0.558 | accuracy 0.877 | loss 0.418 IoUs: [0.88682981 0.69391282 0.40741439 0.24383028]",num-3_mag-6_osl-4 Epoch 150 , train , mIoU 0.884 , accuracy 0.950 , loss 0.159 , lr 1.50e-05 , valid , mIoU 0.611 , accuracy 0.916 , loss 0.295 ," time idk best model at epoch 22 with miou 0.67591 (Flip(always_apply=False, p=1), FancyPCA(always_apply=False, p=1, alpha=0.2)) test ", mIoU 0.558 , accuracy 0.877 , loss 0.418 IoUs: [0.88682981 0.69391282 0.40741439 0.24383028],,,,4,6,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,55.80,0.88682981 0.69391282 0.40741439 0.24383028,0.88682981,0.69391282,0.40741439,0.24383028,65.2,-9.40
num-16_mag-14_osl-6 ,"num-16_mag-14_osl-6 Epoch 150 | train | mIoU 0.749 | accuracy 0.957 | loss 0.143 | lr 1.50e-05 | valid | mIoU 0.764 | accuracy 0.958 | loss 0.134 | time idk best model at epoch 139 with miou 0.78188 (RandomBrightnessContrast(always_apply=False, p=1, brightness_limit=(-0.4666666666666667, 0.4666666666666667), contrast_limit=(-0.4666666666666667, 0.4666666666666667), brightness_by_max=True), ShiftScaleRotate(always_apply=False, p=1, shift_limit_x=(-0.4666666666666667, 0.4666666666666667), shift_limit_y=(-0.4666666666666667, 0.4666666666666667), scale_limit=(-0.09999999999999998, 0.10000000000000009), rotate_limit=(-84, 84), interpolation=1, border_mode=4, value=None, mask_value=None, rotate_method='largest_box')) test | mIoU 0.702 | accuracy 0.939 | loss 0.191 IoUs: [0.93164363 0.87309885 0.72567262 0.27666341]",num-16_mag-14_osl-6 Epoch 150 , train , mIoU 0.749 , accuracy 0.957 , loss 0.143 , lr 1.50e-05 , valid , mIoU 0.764 , accuracy 0.958 , loss 0.134 ," time idk best model at epoch 139 with miou 0.78188 (RandomBrightnessContrast(always_apply=False, p=1, brightness_limit=(-0.4666666666666667, 0.4666666666666667), contrast_limit=(-0.4666666666666667, 0.4666666666666667), brightness_by_max=True), ShiftScaleRotate(always_apply=False, p=1, shift_limit_x=(-0.4666666666666667, 0.4666666666666667), shift_limit_y=(-0.4666666666666667, 0.4666666666666667), scale_limit=(-0.09999999999999998, 0.10000000000000009), rotate_limit=(-84, 84), interpolation=1, border_mode=4, value=None, mask_value=None, rotate_method='largest_box')) test ", mIoU 0.702 , accuracy 0.939 , loss 0.191 IoUs: [0.93164363 0.87309885 0.72567262 0.27666341],,,,6,14,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,70.18,0.93164363 0.87309885 0.72567262 0.27666341,0.93164363,0.87309885,0.72567262,0.27666341,72.6,-2.42
num-19_mag-30_osl-11 ,"num-19_mag-30_osl-11 Epoch 150 | train | mIoU 0.903 | accuracy 0.984 | loss 0.072 | lr 1.50e-05 | valid | mIoU 0.562 | accuracy 0.903 | loss 0.333 | time idk best model at epoch 106 with miou 0.59005 (FancyPCA(always_apply=False, p=1, alpha=1.0), RandomToneCurve(always_apply=False, p=1, scale=1.0)) test | mIoU 0.702 | accuracy 0.934 | loss 0.203 IoUs: [0.92901848 0.87902675 0.68371625 0.31596421]",num-19_mag-30_osl-11 Epoch 150 , train , mIoU 0.903 , accuracy 0.984 , loss 0.072 , lr 1.50e-05 , valid , mIoU 0.562 , accuracy 0.903 , loss 0.333 ," time idk best model at epoch 106 with miou 0.59005 (FancyPCA(always_apply=False, p=1, alpha=1.0), RandomToneCurve(always_apply=False, p=1, scale=1.0)) test ", mIoU 0.702 , accuracy 0.934 , loss 0.203 IoUs: [0.92901848 0.87902675 0.68371625 0.31596421],,,,11,30,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,70.19,0.92901848 0.87902675 0.68371625 0.31596421,0.92901848,0.87902675,0.68371625,0.31596421,69.5,0.69
num-3_mag-14_osl-15 ,"num-3_mag-14_osl-15 Epoch 150 | train | mIoU 0.831 | accuracy 0.979 | loss 0.098 | lr 1.50e-05 | valid | mIoU 0.558 | accuracy 0.893 | loss 0.422 | time idk best model at epoch 134 with miou 0.64030 (Flip(always_apply=False, p=1), FancyPCA(always_apply=False, p=1, alpha=0.4666666666666667)) test | mIoU 0.703 | accuracy 0.942 | loss 0.193 IoUs: [0.93290557 0.8941493 0.73466261 0.24957457]",num-3_mag-14_osl-15 Epoch 150 , train , mIoU 0.831 , accuracy 0.979 , loss 0.098 , lr 1.50e-05 , valid , mIoU 0.558 , accuracy 0.893 , loss 0.422 ," time idk best model at epoch 134 with miou 0.64030 (Flip(always_apply=False, p=1), FancyPCA(always_apply=False, p=1, alpha=0.4666666666666667)) test ", mIoU 0.703 , accuracy 0.942 , loss 0.193 IoUs: [0.93290557 0.8941493 0.73466261 0.24957457],,,,15,14,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,70.28,0.93290557 0.8941493 0.73466261 0.24957457,0.93290557,0.8941493,0.73466261,0.24957457,63.9,6.38
num-13_mag-14_osl-15 ,"num-13_mag-14_osl-15 Epoch 150 | train | mIoU 0.672 | accuracy 0.969 | loss 0.129 | lr 1.50e-05 | valid | mIoU 0.709 | accuracy 0.951 | loss 0.182 | time idk best model at epoch 150 with miou 0.70943 (Posterize(always_apply=False, p=1, num_bits=(5, 5)), ShiftScaleRotate(always_apply=False, p=1, shift_limit_x=(-0.4666666666666667, 0.4666666666666667), shift_limit_y=(-0.4666666666666667, 0.4666666666666667), scale_limit=(-0.09999999999999998, 0.10000000000000009), rotate_limit=(-84, 84), interpolation=1, border_mode=4, value=None, mask_value=None, rotate_method='largest_box')) test | mIoU 0.703 | accuracy 0.948 | loss 0.174 IoUs: [0.93924126 0.91958609 0.76020412 0.19361006]",num-13_mag-14_osl-15 Epoch 150 , train , mIoU 0.672 , accuracy 0.969 , loss 0.129 , lr 1.50e-05 , valid , mIoU 0.709 , accuracy 0.951 , loss 0.182 ," time idk best model at epoch 150 with miou 0.70943 (Posterize(always_apply=False, p=1, num_bits=(5, 5)), ShiftScaleRotate(always_apply=False, p=1, shift_limit_x=(-0.4666666666666667, 0.4666666666666667), shift_limit_y=(-0.4666666666666667, 0.4666666666666667), scale_limit=(-0.09999999999999998, 0.10000000000000009), rotate_limit=(-84, 84), interpolation=1, border_mode=4, value=None, mask_value=None, rotate_method='largest_box')) test ", mIoU 0.703 , accuracy 0.948 , loss 0.174 IoUs: [0.93924126 0.91958609 0.76020412 0.19361006],,,,15,14,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,70.32,0.93924126 0.91958609 0.76020412 0.19361006,0.93924126,0.91958609,0.76020412,0.19361006,63.9,6.42
num-20_mag-14_osl-11 ,"num-20_mag-14_osl-11 Epoch 150 | train | mIoU 0.803 | accuracy 0.967 | loss 0.126 | lr 1.50e-05 | valid | mIoU 0.688 | accuracy 0.937 | loss 0.204 | time idk best model at epoch 149 with miou 0.68800 (ShiftScaleRotate(always_apply=False, p=1, shift_limit_x=(-0.4666666666666667, 0.4666666666666667), shift_limit_y=(-0.4666666666666667, 0.4666666666666667), scale_limit=(-0.09999999999999998, 0.10000000000000009), rotate_limit=(-84, 84), interpolation=1, border_mode=4, value=None, mask_value=None, rotate_method='largest_box'), RandomToneCurve(always_apply=False, p=1, scale=0.4666666666666667)) test | mIoU 0.703 | accuracy 0.940 | loss 0.198 IoUs: [0.93024257 0.88628514 0.74264193 0.25481647]",num-20_mag-14_osl-11 Epoch 150 , train , mIoU 0.803 , accuracy 0.967 , loss 0.126 , lr 1.50e-05 , valid , mIoU 0.688 , accuracy 0.937 , loss 0.204 ," time idk best model at epoch 149 with miou 0.68800 (ShiftScaleRotate(always_apply=False, p=1, shift_limit_x=(-0.4666666666666667, 0.4666666666666667), shift_limit_y=(-0.4666666666666667, 0.4666666666666667), scale_limit=(-0.09999999999999998, 0.10000000000000009), rotate_limit=(-84, 84), interpolation=1, border_mode=4, value=None, mask_value=None, rotate_method='largest_box'), RandomToneCurve(always_apply=False, p=1, scale=0.4666666666666667)) test ", mIoU 0.703 , accuracy 0.940 , loss 0.198 IoUs: [0.93024257 0.88628514 0.74264193 0.25481647],,,,11,14,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,70.35,0.93024257 0.88628514 0.74264193 0.25481647,0.93024257,0.88628514,0.74264193,0.25481647,69.5,0.85
num-3_mag-30_osl-10 ,"num-3_mag-30_osl-10 Epoch 150 | train | mIoU 0.854 | accuracy 0.968 | loss 0.112 | lr 1.50e-05 | valid | mIoU 0.761 | accuracy 0.958 | loss 0.136 | time idk best model at epoch 97 with miou 0.77806 (Flip(always_apply=False, p=1), FancyPCA(always_apply=False, p=1, alpha=1.0)) test | mIoU 0.704 | accuracy 0.924 | loss 0.257 IoUs: [0.91772133 0.7796947 0.70783599 0.40914777]",num-3_mag-30_osl-10 Epoch 150 , train , mIoU 0.854 , accuracy 0.968 , loss 0.112 , lr 1.50e-05 , valid , mIoU 0.761 , accuracy 0.958 , loss 0.136 ," time idk best model at epoch 97 with miou 0.77806 (Flip(always_apply=False, p=1), FancyPCA(always_apply=False, p=1, alpha=1.0)) test ", mIoU 0.704 , accuracy 0.924 , loss 0.257 IoUs: [0.91772133 0.7796947 0.70783599 0.40914777],,,,10,30,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,70.36,0.91772133 0.7796947 0.70783599 0.40914777,0.91772133,0.7796947,0.70783599,0.40914777,76.1,-5.74
num-3_mag-6_osl-5 ,"num-3_mag-6_osl-5 Epoch 150 | train | mIoU 0.894 | accuracy 0.972 | loss 0.107 | lr 1.50e-05 | valid | mIoU 0.754 | accuracy 0.953 | loss 0.161 | time idk best model at epoch 115 with miou 0.76757 (Flip(always_apply=False, p=1), FancyPCA(always_apply=False, p=1, alpha=0.2)) test | mIoU 0.710 | accuracy 0.936 | loss 0.213 IoUs: [0.93134768 0.85924635 0.70509835 0.34307777]",num-3_mag-6_osl-5 Epoch 150 , train , mIoU 0.894 , accuracy 0.972 , loss 0.107 , lr 1.50e-05 , valid , mIoU 0.754 , accuracy 0.953 , loss 0.161 ," time idk best model at epoch 115 with miou 0.76757 (Flip(always_apply=False, p=1), FancyPCA(always_apply=False, p=1, alpha=0.2)) test ", mIoU 0.710 , accuracy 0.936 , loss 0.213 IoUs: [0.93134768 0.85924635 0.70509835 0.34307777],,,,5,6,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,70.97,0.93134768 0.85924635 0.70509835 0.34307777,0.93134768,0.85924635,0.70509835,0.34307777,77.3,-6.33
num-0_mag-30_osl-11 ,"num-0_mag-30_osl-11 Epoch 150 | train | mIoU 0.850 | accuracy 0.978 | loss 0.084 | lr 1.50e-05 | valid | mIoU 0.697 | accuracy 0.937 | loss 0.216 | time idk best model at epoch 110 with miou 0.71131 (Flip(always_apply=False, p=1), Rotate(always_apply=False, p=1, limit=(-270, 270), interpolation=1, border_mode=4, value=None, mask_value=None, rotate_method='largest_box', crop_border=False)) test | mIoU 0.704 | accuracy 0.937 | loss 0.210 IoUs: [0.92825613 0.89999794 0.71628246 0.27078446]",num-0_mag-30_osl-11 Epoch 150 , train , mIoU 0.850 , accuracy 0.978 , loss 0.084 , lr 1.50e-05 , valid , mIoU 0.697 , accuracy 0.937 , loss 0.216 ," time idk best model at epoch 110 with miou 0.71131 (Flip(always_apply=False, p=1), Rotate(always_apply=False, p=1, limit=(-270, 270), interpolation=1, border_mode=4, value=None, mask_value=None, rotate_method='largest_box', crop_border=False)) test ", mIoU 0.704 , accuracy 0.937 , loss 0.210 IoUs: [0.92825613 0.89999794 0.71628246 0.27078446],,,,11,30,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,70.38,0.92825613 0.89999794 0.71628246 0.27078446,0.92825613,0.89999794,0.71628246,0.27078446,69.5,0.88
num-3_mag-6_osl-6 ,"num-3_mag-6_osl-6 Epoch 150 | train | mIoU 0.858 | accuracy 0.969 | loss 0.115 | lr 1.50e-05 | valid | mIoU 0.769 | accuracy 0.961 | loss 0.130 | time idk best model at epoch 91 with miou 0.77771 (Flip(always_apply=False, p=1), FancyPCA(always_apply=False, p=1, alpha=0.2)) test | mIoU 0.683 | accuracy 0.927 | loss 0.247 IoUs: [0.9187087 0.84405809 0.69002054 0.27849647]",num-3_mag-6_osl-6 Epoch 150 , train , mIoU 0.858 , accuracy 0.969 , loss 0.115 , lr 1.50e-05 , valid , mIoU 0.769 , accuracy 0.961 , loss 0.130 ," time idk best model at epoch 91 with miou 0.77771 (Flip(always_apply=False, p=1), FancyPCA(always_apply=False, p=1, alpha=0.2)) test ", mIoU 0.683 , accuracy 0.927 , loss 0.247 IoUs: [0.9187087 0.84405809 0.69002054 0.27849647],,,,6,6,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,68.28,0.9187087 0.84405809 0.69002054 0.27849647,0.9187087,0.84405809,0.69002054,0.27849647,72.6,-4.32
num-3_mag-6_osl-7 ,"num-3_mag-6_osl-7 Epoch 150 | train | mIoU 0.844 | accuracy 0.971 | loss 0.105 | lr 1.50e-05 | valid | mIoU 0.750 | accuracy 0.959 | loss 0.134 | time idk best model at epoch 120 with miou 0.76417 (Flip(always_apply=False, p=1), FancyPCA(always_apply=False, p=1, alpha=0.2)) test | mIoU 0.655 | accuracy 0.931 | loss 0.226 IoUs: [0.93095277 0.82265258 0.71335528 0.15369455]",num-3_mag-6_osl-7 Epoch 150 , train , mIoU 0.844 , accuracy 0.971 , loss 0.105 , lr 1.50e-05 , valid , mIoU 0.750 , accuracy 0.959 , loss 0.134 ," time idk best model at epoch 120 with miou 0.76417 (Flip(always_apply=False, p=1), FancyPCA(always_apply=False, p=1, alpha=0.2)) test ", mIoU 0.655 , accuracy 0.931 , loss 0.226 IoUs: [0.93095277 0.82265258 0.71335528 0.15369455],,,,7,6,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,65.52,0.93095277 0.82265258 0.71335528 0.15369455,0.93095277,0.82265258,0.71335528,0.15369455,74.8,-9.28
